userId,movieId,rating,timestamp,comment,like
431149,11,5,1487433600, 美。,0
34955,11,5,1487174400, 感谢曾经深爱过。,0
124445,11,5,1487433600," 昨晚跟范去看的，太棒，音乐美，结局美。
为什么会有人看不下去一半就退场",0
402870,11,4,1484582400," City of star, are you shining just for me? ",1
11530,11,5,1487001600, 米娅事业有成，家庭幸福；塞巴斯终究完成他的爵士梦想。这是悲剧吗？不，这绝对不是悲剧，这是生活。,0
124099,11,5,1486742400, TO DREAMERS.,0
402183,11,5,1485619200, 我們都追到了夢，只是夢裏沒有彼此。,64
9685,11,4,1487606400, 不是特别喜欢音乐剧，镜头美死了。,0
429694,11,5,1487692800, 爱情和梦想 究竟哪一个更让人动容,0
62119,11,4,1487088000, 回味时泪流不止…das ist leben eben. 有精彩有美好，也有伤心有遗憾…这就是生活吧,0
185363,11,4,1487433600, 成长与梦想,0
82310,11,4,1487001600, 写给现实的爱情故事。,1
20697,11,5,1487001600, it's a dream,0
6958,11,5,1487001600, 让人觉得，这世界上梦可以做,0
354233,11,5,1487001600, 一开始的确很莫名其妙让人看不下去，然而随着剧情的推进，男女主角的每个眼神，都会让我感动。当男主角坐在钢琴前，弹着和女主第一次相遇的钢琴曲，那种细微的感动，尽管我爱你，但最终我们还是没有在一起。,0
259205,11,4,1487001600, 五味杂陈,0
421927,11,5,1484582400, 脑补了一辈子的时候会偶尔忘了没有如果,0
134242,11,5,1486828800, 今年的第一个五星 石头姐真的好美啊 小腿真的太好看了,0
3171,11,5,1487347200, 越看完越悲伤,0
121652,11,4,1485705600, 石头姐的大嘴。 高司令帅死了,1
200684,11,4,1487001600, 我的泪点比较清奇。不是在最后的一首歌，是在艾玛面试说她姑姑的故事的那首歌。,1
425125,11,5,1487001600, 若我又遇见你，时隔经年，我该以何贺你？以眼泪、以沉默。 ,0
20059,11,5,1487779200, 第一次电影院看哭得电影～很棒,0
111018,11,4,1487433600, 最后几分钟拯救全片,0
436580,11,5,1487606400, 要过梦想和爱情并存的人生。,0
187257,11,5,1487260800, 梦想与现实的区别。作为键盘手看这部片差点流泪😭。,0
437589,11,5,1486742400, 两人并没有在一起 是最好的结局,0
42111,11,4,1487088000, 情人节双重虐   被爱情虐一遍  还要被爱情未果虐一遍  很美好很心碎 ,0
420787,11,5,1486828800, 开始听了主题曲期望特别高，看起来也还行，讲的是平淡温情的故事。别人说哭的稀里哗啦我就没有，但看完之后再慢慢想剧情觉得挺好的,0
425497,11,4,1487520000, 女主角裙子每一套都好看。,0
423988,11,5,1487001600, 反转精彩，音乐好听,0
201713,11,4,1487088000, 是有一丢丢不够完美。不想花钱看电影就去听一遍let her go吧效果一毛一样😂,0
