userId,movieId,rating,timestamp,comment,like
356546,11,3,1487260800, 画面美，音乐不大气，故事俗套，他们爱情的唏嘘，也并不动人，女主是作死的。,0
432867,11,3,1487260800, 对不起，各位，全程心无波澜…这3分我是给音乐的,0
403334,11,3,1486310400, 覺得石頭的演技和肢體語言都有待加強，有些跳唱場景感覺她是硬入的~ 故事其實簡單又俗套，不過只要是有夢想並為之付出的人都一定會有感觸~ 即使最後我們沒有在一起，但是永遠不會忘記那段彼此鼓勵去追求夢想的日子，沒有你就沒有今天的我~,1
33319,11,3,1486915200, 拍的很精致，剧情非常无聊，也可能我太俗get不到点。像是那种餐馆，猛吹逼格，无数人推荐，装修很有品味，每一道菜的摆盘都精致极了，然而不好吃。三星给主角。,0
65288,11,2,1486915200, 无聊 没几分钟就很想走了,4
139076,11,3,1487779200, 准备好纸巾去的，结果无聊的快睡着，没有最后十几分钟想给1星,0
19361,11,3,1487952000, 不是我的菜，不知为何豆瓣评分这么高，反正我就觉着对待国产电影和国外电影你们是双重标准,7
420064,11,3,1487347200, 女主角挺漂亮的,0
425303,11,3,1487952000, 美国梦的梦想片吧，爱什么情？为了梦想可以放弃爱 那就是不够爱！更不用多年以后流下廉价的眼泪。爱是妥协 牺牲 付出，不是简单的一句我爱你。反正这电影没有感动我，更没有想起前男女友。倒是很明确之前的每段感情都是为了促成更优秀的自己来称的上现在的你！,0
74330,11,3,1487433600, 可能是因为我对歌舞不感冒吧。。。。,0
346548,11,3,1488384000, 没文化的我,0
267072,11,2,1487433600, 这是我此生第一部在电影睡着的电影，可能是我没这个欣赏能力,1
118758,11,3,1487260800, the only thing we can do is wait and see…,0
34204,11,3,1487779200, 高颜值的男女主，欢快的开场，让人泪目的音乐，猜不透的结局，以及，一只看得快睡着的我。,0
30530,11,3,1485360000, 三星给男主,0
429070,11,3,1487952000, 包场看了《爱乐之城》，电影印象不是太深，但是电影院里只有我们俩人，然后可以跟在自家客厅一样横七竖八地歪着，不用压低声音说话，故意哈哈大笑，把腿放到椅背上，站起来乱扭乱跳……真TM是太爽了。#我好像学坏了#,0
407171,11,3,1487001600, 对我来说，远不如印度电影的歌舞好看，剧情也一般。过誉了,0
66984,11,3,1487001600, 而我一直不明白诸如此类的故事结局。譬如温蒂为什么离开永无岛或者穆念慈为什么不能和杨康在一起。我一直不能明白这样的故事。虽知人生必有憾，却依然不明白。,0
435893,11,3,1487001600, 一个披着现实外壳的童话故事？（给音乐五星）,0
435537,11,1,1487001600, 愤怒,0
60851,11,3,1487433600, 片头还以为歌舞青春那种风格~而且画面很复古风格~然后就变成俗套剧情~结尾的闪回算是亮点~中间剧情确实有点昏昏欲睡,0
354802,11,3,1487779200, 最精彩的是结局,0
8570,11,3,1486742400, 劳燕分飞的恋人啊，我们曾惺惺相惜，却没能患难与共，然而幸运的是我们还坚守着各自最初的梦想。这是这部电影的主基调。可加州、情人、梦想，值得更好的故事。可能这是我看完电影觉得略有乏味的原因。三星给LA风光和石头姐的美腿,0
72028,11,3,1484236800, 期望有点过高了，打个三星压压分。故事太狗血，虐心。导演的处理欠火候，有些许俗和生硬。觉得最好的分镜在男女主塞车然后分开叙述两个人的生活。中间很拖沓，结尾算弥补了一下。,0
355018,11,3,1487088000, 还是金庸说的对，爱情单独成为一个类型，并不如把爱情进去其他类型里来得感动,0
435785,11,2,1487001600, 情人节看了这个电影真是令人恶心,1
199781,11,2,1487347200, 这是第一部让我看到一半睡着的电影…若不是前排的小情侣中场走了，我都不会醒，这么高的影评是怎么来的，若不是最后的十几分钟，我都觉得我花钱找了一个睡觉的地…幸亏情人节没有看…看这部电影时想到的人，估计都不是陪在身边的人了…,0
369923,11,3,1486051200, 男女主角最后对视的那一眼，突然让我想起《甜蜜蜜》里黎小军和李翘在异国他乡再次相遇的对望。,0
428065,11,2,1488297600, 其实说实话，蛮失望的。开头剧情实在推进太慢以至于昏昏欲睡。或许是看不懂所谓的向好莱坞致敬吧，故事情节如此老套，最后爱情放弃得太快令人惘然.1颗星给女主，一颗星给配乐。,0
424497,11,1,1486742400, 星给音乐……,0
85626,11,3,1487779200, 这个海报配图中文：太爱了 所以我 没有哭 没有说。舞美灯光色彩都是美的，理想也是美的，但现实是残酷的。文艺也是对的，但不是我们这个年代的。,0
288888,11,3,1487433600, 有点小题大作且略浮夸炫技，结尾加半个星，相比之下，我比较喜欢纽约遇见你……可能是我的少女心老了吧,0
438249,11,3,1485792000, 所以说，这是一部歌舞片，而不是爱情片。,0
67945,11,3,1487606400, 高司令的声音太好听，开始竟然觉得是传统好莱坞大结局呢，没有看出太多味道，才疏学浅。,0
411366,11,1,1486310400, 很惊讶那么多人喜欢 中途睡着了 倒是whiplash的Fletcher的出现让我很惊喜 ,0
13093,11,3,1486742400, 看了内地点映，只能说这是好莱坞向宝莱坞学习歌舞片后的大作，但不喜欢看歌舞片的就呵呵哒了，有人说这是所谓的成熟爱情片，我只看出塑造的女主各种作。也许美国人民对美国以外的影视文化了解太少,0
417412,11,3,1487260800, 期待以下 音乐舞蹈画面色彩以及布景都不错 剧情不敢恭维,0
388817,11,3,1487088000, not an auteur,0
218189,11,3,1487779200, 全程觉得女主的衣服美爆。最后七分钟的幻想是我觉得唯一感人的的地方，有句话怎么说的，你知道我喜欢你，却不知道我已经在梦你和你度过了一生…,0
380931,11,3,1487260800, 一部中规中矩的合格作品吧，十四项奥斯卡提名感觉有些名不副实。喜欢里面的音乐，色彩和女主的表演，两个人理想和追求的不同终究没有继续走下去，还好，被鼓励的梦想实现了。这也许就是最好的结尾了。,0
416703,11,3,1487347200, 音乐不错，演技也还行。。。剧情不咋地,0
119248,11,3,1487347200, 还行,0
406568,11,3,1487347200, 3½. 剧中的分离太过刻意。,1
327241,11,3,1487088000, 情人节看的，在座的情侣最后全都日了狗的表情。,0
416674,11,3,1487260800, 两颗半星给舞蹈和音乐，另外半颗星给艾玛斯通。中国人的钱太好赚了。,0
226067,11,2,1487433600, 对于一个分手后就把所有前任记录联系方式全部删干净的人，每天有很多充实事情可以做的人，这种听到一首歌就想起全部婚恋史的剧情实在不是我的菜。一到歌舞片段就出戏是咋回事,0
16495,11,3,1486742400, 对歌舞片一直不耐受，一尬舞就尴尬……高司令挺适合演这种痴情浪子的调调的，不過和石头姐真没有CP感啊~,0
73026,11,3,1487088000, 没有想象的好。。。。。额😓,0
434511,11,2,1487088000, 被媒体和影评彻底骗了，作为普通观众我不想看什么致敬什么手法，我想看一部好看的电影。这个电影我的看法是剧情老套，剧情老套，剧情老套。而且我特别不喜欢看娱乐圈围绕自己那点夜店编剧餐厅酒吧的圈子编故事。音乐还可以要不就打一星了,0
417853,11,3,1486656000, 觉得挺失望的 一场五毛钱的良辰美景 ,0
201231,11,2,1486828800, 这bp影后我黑定了,6
79327,11,3,1487088000, 其实我只是想情人节看电影开心点，结果男女主角还没在一起，不过导演倒是给了观众系列在一起幻想，这部电影看似是爱情，却又掺合着种种梦想。影片开篇男女主角分别叙事，有些眼前一亮。影片说是致敬了许多经典电影，看来我的阅片量还不够,0
5305,11,3,1486915200, 一言不合就突然唱歌,0
366033,11,3,1487001600, 故事不够动人，也可能我期望太高了。,0
80539,11,2,1487260800, 市一宫 整个电影院只有我和一个男生 p.s 觉得女主角很眼熟 刚才一查原来是Lucky Louie里的离家出走少女,0
357571,11,3,1487001600, 三星半吧 感觉评价过誉 但片是好片子没错了 比较戳我的点是两个人对于对方梦想的态度十分坚定和支持 挺好,0
406329,11,3,1486742400, 论歌舞和雨中曲差太多论爱情和爱在系列差太多 还要学人家长镜头一路走一路说处于剧情和歌舞中不伦不类毕竟我是一个没有少女情怀的人,0
1614,11,3,1487001600, 生活本来就没有“版本2”给你选择。空留一场意淫有何用？我发现我和导演达米恩严重三观不合，上次是《爆裂鼓手》，此次更加确认。,6
411949,11,3,1487606400, 歌舞剧欣赏无能 全程好像没有很带入 虽然他有n多奖项在手 但是我不喜欢高司令 不喜欢马眼的石头姐 除了那个结局 石头姐对着高司令的那一笑 也许某些事情早该释怀了吧 恩 听到没 ,0
417253,11,3,1487088000, 美国梦？三星半制作好像很厉害,0
410825,11,3,1487001600, 看来还是豆瓣的水平太高了...一星给爵士，一星给画面，一星给剪辑。音乐好但是唱的烂，剧情无聊到爆,0
402917,11,3,1485878400, 还可以，只能说奥斯卡喜欢能够传承和创新的东西，四平八稳的电影，反正没事，得奖与否都差不多。,0
